[ 2012-07-25T10:40:22+08:00 ] /gowb/admin.php/Public/login | INFO: Tag[ route_check ] --START--
[ 2012-07-25T11:22:18+08:00 ] /gowb/admin.php/Topwords | INFO: Run TokenBuild Behavior [ RunTime:0.000788s ]
[ 2012-07-25T11:22:18+08:00 ] /gowb/admin.php/Topwords | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000569s ]
[ 2012-07-25T11:22:18+08:00 ] /gowb/admin.php/Topwords | INFO: Run ShowRuntime Behavior [ RunTime:0.000884s ]
[ 2012-07-25T11:22:18+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003620s ]
[ 2012-07-25T11:22:18+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_end ] --START--
[ 2012-07-25T11:22:18+08:00 ] /gowb/admin.php/Topwords | INFO: Run ShowPageTrace Behavior [ RunTime:0.000759s ]
[ 2012-07-25T11:22:18+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_end ] --END-- [ RunTime:0.000936s ]
[ 2012-07-25T11:31:58+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ route_check ] --START--
[ 2012-07-25T11:31:58+08:00 ] /gowb/admin.php/Topwords | INFO: Run CheckRoute Behavior [ RunTime:0.003076s ]
[ 2012-07-25T11:31:58+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ route_check ] --END-- [ RunTime:0.003398s ]
[ 2012-07-25T11:31:58+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ app_begin ] --START--
[ 2012-07-25T11:31:58+08:00 ] /gowb/admin.php/Topwords | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001178s ]
[ 2012-07-25T11:31:58+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001370s ]
[ 2012-07-25T11:31:58+08:00 ] /gowb/admin.php/Topwords | SQL: SHOW COLUMNS FROM `wb_data_top_url` [ RunTime:0.003860s ]
[ 2012-07-25T11:31:58+08:00 ] /gowb/admin.php/Topwords | SQL: SELECT * FROM `wb_data_top_url` ORDER BY id desc  [ RunTime:0.000505s ]
[ 2012-07-25T11:31:58+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_template ] --START--
[ 2012-07-25T11:31:58+08:00 ] /gowb/admin.php/Topwords | INFO: Run LocationTemplate Behavior [ RunTime:0.001567s ]
[ 2012-07-25T11:31:58+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_template ] --END-- [ RunTime:0.001766s ]
[ 2012-07-25T11:31:58+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_parse ] --START--
[ 2012-07-25T11:31:58+08:00 ] /gowb/admin.php/Topwords | INFO: Run ParseTemplate Behavior [ RunTime:0.022955s ]
[ 2012-07-25T11:31:58+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_parse ] --END-- [ RunTime:0.023203s ]
[ 2012-07-25T11:31:58+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_filter ] --START--
[ 2012-07-25T11:31:58+08:00 ] /gowb/admin.php/Topwords | INFO: Run ContentReplace Behavior [ RunTime:0.000833s ]
[ 2012-07-25T11:31:58+08:00 ] /gowb/admin.php/Topwords | INFO: Run TokenBuild Behavior [ RunTime:0.000876s ]
[ 2012-07-25T11:31:58+08:00 ] /gowb/admin.php/Topwords | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000647s ]
[ 2012-07-25T11:31:58+08:00 ] /gowb/admin.php/Topwords | INFO: Run ShowRuntime Behavior [ RunTime:0.001035s ]
[ 2012-07-25T11:31:58+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003904s ]
[ 2012-07-25T11:31:58+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_end ] --START--
[ 2012-07-25T11:31:58+08:00 ] /gowb/admin.php/Topwords | INFO: Run ShowPageTrace Behavior [ RunTime:0.001055s ]
[ 2012-07-25T11:31:58+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_end ] --END-- [ RunTime:0.001255s ]
[ 2012-07-25T11:32:05+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ route_check ] --START--
[ 2012-07-25T11:32:05+08:00 ] /gowb/admin.php/Topwords | INFO: Run CheckRoute Behavior [ RunTime:0.001291s ]
[ 2012-07-25T11:32:05+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ route_check ] --END-- [ RunTime:0.001515s ]
[ 2012-07-25T11:32:05+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ app_begin ] --START--
[ 2012-07-25T11:32:05+08:00 ] /gowb/admin.php/Topwords | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000997s ]
[ 2012-07-25T11:32:05+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001236s ]
[ 2012-07-25T11:32:05+08:00 ] /gowb/admin.php/Topwords | SQL: SHOW COLUMNS FROM `wb_data_top_url` [ RunTime:0.004001s ]
[ 2012-07-25T11:32:05+08:00 ] /gowb/admin.php/Topwords | SQL: SELECT * FROM `wb_data_top_url` ORDER BY id asc  [ RunTime:0.000629s ]
[ 2012-07-25T11:32:05+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_template ] --START--
[ 2012-07-25T11:32:05+08:00 ] /gowb/admin.php/Topwords | INFO: Run LocationTemplate Behavior [ RunTime:0.001509s ]
[ 2012-07-25T11:32:05+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_template ] --END-- [ RunTime:0.001703s ]
[ 2012-07-25T11:32:05+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_parse ] --START--
[ 2012-07-25T11:32:05+08:00 ] /gowb/admin.php/Topwords | INFO: Run ParseTemplate Behavior [ RunTime:0.021863s ]
[ 2012-07-25T11:32:05+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_parse ] --END-- [ RunTime:0.022068s ]
[ 2012-07-25T11:32:05+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_filter ] --START--
[ 2012-07-25T11:32:05+08:00 ] /gowb/admin.php/Topwords | INFO: Run ContentReplace Behavior [ RunTime:0.001382s ]
[ 2012-07-25T11:32:05+08:00 ] /gowb/admin.php/Topwords | INFO: Run TokenBuild Behavior [ RunTime:0.000963s ]
[ 2012-07-25T11:32:05+08:00 ] /gowb/admin.php/Topwords | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000536s ]
[ 2012-07-25T11:32:05+08:00 ] /gowb/admin.php/Topwords | INFO: Run ShowRuntime Behavior [ RunTime:0.001142s ]
[ 2012-07-25T11:32:05+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004623s ]
[ 2012-07-25T11:32:05+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_end ] --START--
[ 2012-07-25T11:32:05+08:00 ] /gowb/admin.php/Topwords | INFO: Run ShowPageTrace Behavior [ RunTime:0.001043s ]
[ 2012-07-25T11:32:05+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_end ] --END-- [ RunTime:0.001238s ]
[ 2012-07-25T11:32:27+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ route_check ] --START--
[ 2012-07-25T11:32:27+08:00 ] /gowb/admin.php/Topwords | INFO: Run CheckRoute Behavior [ RunTime:0.001210s ]
[ 2012-07-25T11:32:27+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ route_check ] --END-- [ RunTime:0.001430s ]
[ 2012-07-25T11:32:27+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ app_begin ] --START--
[ 2012-07-25T11:32:27+08:00 ] /gowb/admin.php/Topwords | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000985s ]
[ 2012-07-25T11:32:27+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001163s ]
[ 2012-07-25T11:32:27+08:00 ] /gowb/admin.php/Topwords | SQL: SHOW COLUMNS FROM `wb_data_top_url` [ RunTime:0.004311s ]
[ 2012-07-25T11:32:27+08:00 ] /gowb/admin.php/Topwords | SQL: SELECT * FROM `wb_data_top_url` ORDER BY id asc LIMIT 3   [ RunTime:0.000709s ]
[ 2012-07-25T11:32:27+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_template ] --START--
[ 2012-07-25T11:32:27+08:00 ] /gowb/admin.php/Topwords | INFO: Run LocationTemplate Behavior [ RunTime:0.001470s ]
[ 2012-07-25T11:32:27+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_template ] --END-- [ RunTime:0.001673s ]
[ 2012-07-25T11:32:27+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_parse ] --START--
[ 2012-07-25T11:32:27+08:00 ] /gowb/admin.php/Topwords | INFO: Run ParseTemplate Behavior [ RunTime:0.023590s ]
[ 2012-07-25T11:32:27+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_parse ] --END-- [ RunTime:0.023796s ]
[ 2012-07-25T11:32:27+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_filter ] --START--
[ 2012-07-25T11:32:27+08:00 ] /gowb/admin.php/Topwords | INFO: Run ContentReplace Behavior [ RunTime:0.001321s ]
[ 2012-07-25T11:32:27+08:00 ] /gowb/admin.php/Topwords | INFO: Run TokenBuild Behavior [ RunTime:0.000900s ]
[ 2012-07-25T11:32:27+08:00 ] /gowb/admin.php/Topwords | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000582s ]
[ 2012-07-25T11:32:27+08:00 ] /gowb/admin.php/Topwords | INFO: Run ShowRuntime Behavior [ RunTime:0.000894s ]
[ 2012-07-25T11:32:27+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004247s ]
[ 2012-07-25T11:32:27+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_end ] --START--
[ 2012-07-25T11:32:27+08:00 ] /gowb/admin.php/Topwords | INFO: Run ShowPageTrace Behavior [ RunTime:0.000745s ]
[ 2012-07-25T11:32:27+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_end ] --END-- [ RunTime:0.000920s ]
[ 2012-07-25T11:32:35+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ route_check ] --START--
[ 2012-07-25T11:32:35+08:00 ] /gowb/admin.php/Topwords | INFO: Run CheckRoute Behavior [ RunTime:0.001171s ]
[ 2012-07-25T11:32:35+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ route_check ] --END-- [ RunTime:0.001385s ]
[ 2012-07-25T11:32:35+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ app_begin ] --START--
[ 2012-07-25T11:32:35+08:00 ] /gowb/admin.php/Topwords | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002196s ]
[ 2012-07-25T11:32:35+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002428s ]
[ 2012-07-25T11:32:35+08:00 ] /gowb/admin.php/Topwords | SQL: SHOW COLUMNS FROM `wb_data_top_url` [ RunTime:0.004980s ]
[ 2012-07-25T11:32:35+08:00 ] /gowb/admin.php/Topwords | SQL: SELECT * FROM `wb_data_top_url` ORDER BY id asc LIMIT 3   [ RunTime:0.000595s ]
[ 2012-07-25T11:32:35+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_template ] --START--
[ 2012-07-25T11:32:35+08:00 ] /gowb/admin.php/Topwords | INFO: Run LocationTemplate Behavior [ RunTime:0.002956s ]
[ 2012-07-25T11:32:35+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_template ] --END-- [ RunTime:0.003218s ]
[ 2012-07-25T11:32:35+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_parse ] --START--
[ 2012-07-25T11:32:35+08:00 ] /gowb/admin.php/Topwords | INFO: Run ParseTemplate Behavior [ RunTime:0.019366s ]
[ 2012-07-25T11:32:35+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_parse ] --END-- [ RunTime:0.019566s ]
[ 2012-07-25T11:32:35+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_filter ] --START--
[ 2012-07-25T11:32:35+08:00 ] /gowb/admin.php/Topwords | INFO: Run ContentReplace Behavior [ RunTime:0.000768s ]
[ 2012-07-25T11:32:35+08:00 ] /gowb/admin.php/Topwords | INFO: Run TokenBuild Behavior [ RunTime:0.000748s ]
[ 2012-07-25T11:32:35+08:00 ] /gowb/admin.php/Topwords | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000442s ]
[ 2012-07-25T11:32:35+08:00 ] /gowb/admin.php/Topwords | INFO: Run ShowRuntime Behavior [ RunTime:0.000968s ]
[ 2012-07-25T11:32:35+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003425s ]
[ 2012-07-25T11:32:35+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_end ] --START--
[ 2012-07-25T11:32:35+08:00 ] /gowb/admin.php/Topwords | INFO: Run ShowPageTrace Behavior [ RunTime:0.000749s ]
[ 2012-07-25T11:32:35+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_end ] --END-- [ RunTime:0.000920s ]
[ 2012-07-25T11:32:46+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ route_check ] --START--
[ 2012-07-25T11:32:46+08:00 ] /gowb/admin.php/Topwords | INFO: Run CheckRoute Behavior [ RunTime:0.005283s ]
[ 2012-07-25T11:32:46+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ route_check ] --END-- [ RunTime:0.005600s ]
[ 2012-07-25T11:32:46+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ app_begin ] --START--
[ 2012-07-25T11:32:46+08:00 ] /gowb/admin.php/Topwords | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001161s ]
[ 2012-07-25T11:32:46+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001445s ]
[ 2012-07-25T11:32:46+08:00 ] /gowb/admin.php/Topwords | SQL: SHOW COLUMNS FROM `wb_data_top_url` [ RunTime:0.005823s ]
[ 2012-07-25T11:32:46+08:00 ] /gowb/admin.php/Topwords | SQL: SELECT * FROM `wb_data_top_url` ORDER BY id asc LIMIT 3   [ RunTime:0.000521s ]
[ 2012-07-25T11:32:46+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_template ] --START--
[ 2012-07-25T11:32:46+08:00 ] /gowb/admin.php/Topwords | INFO: Run LocationTemplate Behavior [ RunTime:0.001319s ]
[ 2012-07-25T11:32:46+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_template ] --END-- [ RunTime:0.001576s ]
[ 2012-07-25T11:32:46+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_parse ] --START--
[ 2012-07-25T11:32:46+08:00 ] /gowb/admin.php/Topwords | INFO: Run ParseTemplate Behavior [ RunTime:0.022240s ]
[ 2012-07-25T11:32:46+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_parse ] --END-- [ RunTime:0.022452s ]
[ 2012-07-25T11:32:46+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_filter ] --START--
[ 2012-07-25T11:32:46+08:00 ] /gowb/admin.php/Topwords | INFO: Run ContentReplace Behavior [ RunTime:0.001029s ]
[ 2012-07-25T11:32:46+08:00 ] /gowb/admin.php/Topwords | INFO: Run TokenBuild Behavior [ RunTime:0.003507s ]
[ 2012-07-25T11:32:46+08:00 ] /gowb/admin.php/Topwords | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000676s ]
[ 2012-07-25T11:32:46+08:00 ] /gowb/admin.php/Topwords | INFO: Run ShowRuntime Behavior [ RunTime:0.000901s ]
[ 2012-07-25T11:32:46+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006722s ]
[ 2012-07-25T11:32:46+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_end ] --START--
[ 2012-07-25T11:32:46+08:00 ] /gowb/admin.php/Topwords | INFO: Run ShowPageTrace Behavior [ RunTime:0.000864s ]
[ 2012-07-25T11:32:46+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_end ] --END-- [ RunTime:0.001056s ]
[ 2012-07-25T11:48:01+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ route_check ] --START--
[ 2012-07-25T11:48:01+08:00 ] /gowb/admin.php/Topwords | INFO: Run CheckRoute Behavior [ RunTime:0.001310s ]
[ 2012-07-25T11:48:01+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ route_check ] --END-- [ RunTime:0.001530s ]
[ 2012-07-25T11:48:01+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ app_begin ] --START--
[ 2012-07-25T11:48:01+08:00 ] /gowb/admin.php/Topwords | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001170s ]
[ 2012-07-25T11:48:01+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001356s ]
[ 2012-07-25T11:48:01+08:00 ] /gowb/admin.php/Topwords | SQL: SHOW COLUMNS FROM `wb_data_top_url` [ RunTime:0.004381s ]
[ 2012-07-25T11:48:01+08:00 ] /gowb/admin.php/Topwords | SQL: SELECT COUNT(*) AS tp_count FROM `wb_data_top_url` LIMIT 1   [ RunTime:0.000483s ]
[ 2012-07-25T11:48:01+08:00 ] /gowb/admin.php/Topwords | SQL: SELECT * FROM `wb_data_top_url` ORDER BY id asc LIMIT 0,3   [ RunTime:0.000294s ]
[ 2012-07-25T11:48:01+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_template ] --START--
[ 2012-07-25T11:48:01+08:00 ] /gowb/admin.php/Topwords | INFO: Run LocationTemplate Behavior [ RunTime:0.000919s ]
[ 2012-07-25T11:48:01+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_template ] --END-- [ RunTime:0.001105s ]
[ 2012-07-25T11:48:01+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_parse ] --START--
[ 2012-07-25T11:48:01+08:00 ] /gowb/admin.php/Topwords | INFO: Run ParseTemplate Behavior [ RunTime:0.022272s ]
[ 2012-07-25T11:48:01+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_parse ] --END-- [ RunTime:0.022484s ]
[ 2012-07-25T11:48:01+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_filter ] --START--
[ 2012-07-25T11:48:01+08:00 ] /gowb/admin.php/Topwords | INFO: Run ContentReplace Behavior [ RunTime:0.001004s ]
[ 2012-07-25T11:48:01+08:00 ] /gowb/admin.php/Topwords | INFO: Run TokenBuild Behavior [ RunTime:0.001440s ]
[ 2012-07-25T11:48:01+08:00 ] /gowb/admin.php/Topwords | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000659s ]
[ 2012-07-25T11:48:01+08:00 ] /gowb/admin.php/Topwords | INFO: Run ShowRuntime Behavior [ RunTime:0.001086s ]
[ 2012-07-25T11:48:01+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004777s ]
[ 2012-07-25T11:48:01+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_end ] --START--
[ 2012-07-25T11:48:01+08:00 ] /gowb/admin.php/Topwords | INFO: Run ShowPageTrace Behavior [ RunTime:0.001173s ]
[ 2012-07-25T11:48:01+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_end ] --END-- [ RunTime:0.001366s ]
[ 2012-07-25T11:48:11+08:00 ] /gowb/admin.php/Topwords?&p=2 | INFO: Tag[ route_check ] --START--
[ 2012-07-25T11:48:11+08:00 ] /gowb/admin.php/Topwords?&p=2 | INFO: Run CheckRoute Behavior [ RunTime:0.001197s ]
[ 2012-07-25T11:48:11+08:00 ] /gowb/admin.php/Topwords?&p=2 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001416s ]
[ 2012-07-25T11:48:11+08:00 ] /gowb/admin.php/Topwords?&p=2 | INFO: Tag[ app_begin ] --START--
[ 2012-07-25T11:48:11+08:00 ] /gowb/admin.php/Topwords?&p=2 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001059s ]
[ 2012-07-25T11:48:11+08:00 ] /gowb/admin.php/Topwords?&p=2 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001267s ]
[ 2012-07-25T11:48:11+08:00 ] /gowb/admin.php/Topwords?&p=2 | SQL: SHOW COLUMNS FROM `wb_data_top_url` [ RunTime:0.004118s ]
[ 2012-07-25T11:48:11+08:00 ] /gowb/admin.php/Topwords?&p=2 | SQL: SELECT COUNT(*) AS tp_count FROM `wb_data_top_url` LIMIT 1   [ RunTime:0.000672s ]
[ 2012-07-25T11:48:11+08:00 ] /gowb/admin.php/Topwords?&p=2 | SQL: SELECT * FROM `wb_data_top_url` ORDER BY id asc LIMIT 3,3   [ RunTime:0.000576s ]
[ 2012-07-25T11:48:11+08:00 ] /gowb/admin.php/Topwords?&p=2 | INFO: Tag[ view_template ] --START--
[ 2012-07-25T11:48:11+08:00 ] /gowb/admin.php/Topwords?&p=2 | INFO: Run LocationTemplate Behavior [ RunTime:0.000918s ]
[ 2012-07-25T11:48:11+08:00 ] /gowb/admin.php/Topwords?&p=2 | INFO: Tag[ view_template ] --END-- [ RunTime:0.001104s ]
[ 2012-07-25T11:48:11+08:00 ] /gowb/admin.php/Topwords?&p=2 | INFO: Tag[ view_parse ] --START--
[ 2012-07-25T11:48:11+08:00 ] /gowb/admin.php/Topwords?&p=2 | INFO: Run ParseTemplate Behavior [ RunTime:0.018891s ]
[ 2012-07-25T11:48:11+08:00 ] /gowb/admin.php/Topwords?&p=2 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.019108s ]
[ 2012-07-25T11:48:11+08:00 ] /gowb/admin.php/Topwords?&p=2 | INFO: Tag[ view_filter ] --START--
[ 2012-07-25T11:48:11+08:00 ] /gowb/admin.php/Topwords?&p=2 | INFO: Run ContentReplace Behavior [ RunTime:0.001038s ]
[ 2012-07-25T11:48:11+08:00 ] /gowb/admin.php/Topwords?&p=2 | INFO: Run TokenBuild Behavior [ RunTime:0.000976s ]
[ 2012-07-25T11:48:11+08:00 ] /gowb/admin.php/Topwords?&p=2 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000663s ]
[ 2012-07-25T11:48:11+08:00 ] /gowb/admin.php/Topwords?&p=2 | INFO: Run ShowRuntime Behavior [ RunTime:0.001106s ]
[ 2012-07-25T11:48:11+08:00 ] /gowb/admin.php/Topwords?&p=2 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004366s ]
[ 2012-07-25T11:48:11+08:00 ] /gowb/admin.php/Topwords?&p=2 | INFO: Tag[ view_end ] --START--
[ 2012-07-25T11:48:11+08:00 ] /gowb/admin.php/Topwords?&p=2 | INFO: Run ShowPageTrace Behavior [ RunTime:0.000949s ]
[ 2012-07-25T11:48:11+08:00 ] /gowb/admin.php/Topwords?&p=2 | INFO: Tag[ view_end ] --END-- [ RunTime:0.001131s ]
[ 2012-07-25T11:48:14+08:00 ] /gowb/admin.php/Topwords?&p=1 | INFO: Tag[ route_check ] --START--
[ 2012-07-25T11:48:14+08:00 ] /gowb/admin.php/Topwords?&p=1 | INFO: Run CheckRoute Behavior [ RunTime:0.001171s ]
[ 2012-07-25T11:48:14+08:00 ] /gowb/admin.php/Topwords?&p=1 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001386s ]
[ 2012-07-25T11:48:14+08:00 ] /gowb/admin.php/Topwords?&p=1 | INFO: Tag[ app_begin ] --START--
[ 2012-07-25T11:48:14+08:00 ] /gowb/admin.php/Topwords?&p=1 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001010s ]
[ 2012-07-25T11:48:14+08:00 ] /gowb/admin.php/Topwords?&p=1 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001191s ]
[ 2012-07-25T11:48:14+08:00 ] /gowb/admin.php/Topwords?&p=1 | SQL: SHOW COLUMNS FROM `wb_data_top_url` [ RunTime:0.004604s ]
[ 2012-07-25T11:48:14+08:00 ] /gowb/admin.php/Topwords?&p=1 | SQL: SELECT COUNT(*) AS tp_count FROM `wb_data_top_url` LIMIT 1   [ RunTime:0.000444s ]
[ 2012-07-25T11:48:14+08:00 ] /gowb/admin.php/Topwords?&p=1 | SQL: SELECT * FROM `wb_data_top_url` ORDER BY id asc LIMIT 0,3   [ RunTime:0.000289s ]
[ 2012-07-25T11:48:14+08:00 ] /gowb/admin.php/Topwords?&p=1 | INFO: Tag[ view_template ] --START--
[ 2012-07-25T11:48:14+08:00 ] /gowb/admin.php/Topwords?&p=1 | INFO: Run LocationTemplate Behavior [ RunTime:0.000938s ]
[ 2012-07-25T11:48:14+08:00 ] /gowb/admin.php/Topwords?&p=1 | INFO: Tag[ view_template ] --END-- [ RunTime:0.001129s ]
[ 2012-07-25T11:48:14+08:00 ] /gowb/admin.php/Topwords?&p=1 | INFO: Tag[ view_parse ] --START--
[ 2012-07-25T11:48:14+08:00 ] /gowb/admin.php/Topwords?&p=1 | INFO: Run ParseTemplate Behavior [ RunTime:0.017937s ]
[ 2012-07-25T11:48:14+08:00 ] /gowb/admin.php/Topwords?&p=1 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.018138s ]
[ 2012-07-25T11:48:14+08:00 ] /gowb/admin.php/Topwords?&p=1 | INFO: Tag[ view_filter ] --START--
[ 2012-07-25T11:48:14+08:00 ] /gowb/admin.php/Topwords?&p=1 | INFO: Run ContentReplace Behavior [ RunTime:0.000901s ]
[ 2012-07-25T11:48:14+08:00 ] /gowb/admin.php/Topwords?&p=1 | INFO: Run TokenBuild Behavior [ RunTime:0.002123s ]
[ 2012-07-25T11:48:14+08:00 ] /gowb/admin.php/Topwords?&p=1 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000886s ]
[ 2012-07-25T11:48:14+08:00 ] /gowb/admin.php/Topwords?&p=1 | INFO: Run ShowRuntime Behavior [ RunTime:0.001460s ]
[ 2012-07-25T11:48:14+08:00 ] /gowb/admin.php/Topwords?&p=1 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005999s ]
[ 2012-07-25T11:48:14+08:00 ] /gowb/admin.php/Topwords?&p=1 | INFO: Tag[ view_end ] --START--
[ 2012-07-25T11:48:14+08:00 ] /gowb/admin.php/Topwords?&p=1 | INFO: Run ShowPageTrace Behavior [ RunTime:0.001108s ]
[ 2012-07-25T11:48:14+08:00 ] /gowb/admin.php/Topwords?&p=1 | INFO: Tag[ view_end ] --END-- [ RunTime:0.001294s ]
[ 2012-07-25T11:48:19+08:00 ] /gowb/admin.php/Topwords?&p=1 | INFO: Tag[ route_check ] --START--
[ 2012-07-25T11:48:19+08:00 ] /gowb/admin.php/Topwords?&p=1 | INFO: Run CheckRoute Behavior [ RunTime:0.001309s ]
[ 2012-07-25T11:48:19+08:00 ] /gowb/admin.php/Topwords?&p=1 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001592s ]
[ 2012-07-25T11:48:19+08:00 ] /gowb/admin.php/Topwords?&p=1 | INFO: Tag[ app_begin ] --START--
[ 2012-07-25T11:48:19+08:00 ] /gowb/admin.php/Topwords?&p=1 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000984s ]
[ 2012-07-25T11:48:19+08:00 ] /gowb/admin.php/Topwords?&p=1 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001166s ]
[ 2012-07-25T11:48:19+08:00 ] /gowb/admin.php/Topwords?&p=1 | SQL: SHOW COLUMNS FROM `wb_data_top_url` [ RunTime:0.004724s ]
